Date,Lag_.GSPC,X.GSPC,X.HSI,X.N225,X.TWII,X.KS11,X.DJI,X.GDAXI,JNJ,MSFT,GE,PG,XOM
1991-11-13,-6.544754579529093e-4,-0.6256475053134986,-1.4525527843923491,1.1530753067886674,-0.29470603466702877,0.551759183207277,0.3688642415624601,2.1296992216974364,0.19142909553449855,0.016343344298854954,-1.3487704901393576,-0.2662969270891482,-0.42319665148781244
1991-11-14,-0.03727171148405948,1.0094202875052778,-1.9857743991755719,1.202473855415961,0.8284866702586138,-0.6626773132046943,1.0757928509651684,-0.4103542674182038,-0.8223439050557138,0.5064215847480769,-0.7777911925536195,0.5669183516251791,-0.5305725231104731
1991-11-15,0.006824174247379253,0.05697387422653795,-0.9740612416139862,0.9026125297775075,-1.8619488164995432,-0.36555386868855705,0.8546984465650663,1.4392155044283146,-0.6315177372402204,0.5612912149697145,0.08290811968257332,-1.0589763362409734,0.9943583106335658
1991-11-18,-0.015222685547597753,1.437276590496696,0.2651801334153822,-1.280905469801884,1.5348635655849603,-0.41482232481594766,-1.5432256896001038,-0.3315474905059936,0.8414995640502384,0.23979114327916196,0.47933184079408636,-1.0907726044192327,-0.13666925847736314
1991-11-19,-0.0023484778546619973,-0.8742514116027861,0.35499034700344084,-0.4417421044412207,0.48038101269522776,-0.23211335303474345,0.3032104338135826,-2.3715731728698533,0.4923892336481921,1.1733369841982297,0.19045593297780924,1.4191232557689533,-0.4942071581568322
1991-11-20,0.004033802398325587,0.78366983126938,-1.6277066261343194,-0.7194825056499374,0.5779540088737983,0.5880013654242462,-0.4444884841608822,1.1904627190715955,-1.2295329699091846,0.6757971502063588,-0.7725375639918234,-0.48082467461458783,1.458687749615356
1991-11-21,-0.010367675338184631,0.4649565369659317,0.09289062338528103,0.02514403871453795,-1.3072667878215347,0.4196808969163201,1.0015944247475588,-1.5129796529220292,-0.8234733620201902,-1.10256717001709,0.046930729763675905,1.533901582481157,1.161188139806382
1991-11-22,-0.002129183186577817,1.0305712771177504,0.0867400578847935,-0.1495090368141798,0.5167293768657377,-1.315184228672576,0.9476618047261364,-2.2634858907641666,0.27753653917615223,-0.8664351067225227,0.6205736827745162,0.724219129058451,0.3905823953699062
1991-11-25,0.006956074896259065,0.3204867402258894,1.0583997958255416,-1.112374288221124,1.6772887161536536,0.9448320066390395,-0.03220406629477888,-0.9546500478255336,0.9196953940860648,-1.1742982266937576,-0.053686721306159854,-1.257179502678893,-0.3363097999099417
1991-11-26,-0.00373753742329889,-0.12237609093524875,0.9617298854566271,-1.6293607547863902,0.15430348674974798,-1.4345918409178593,0.6988205237545433,0.9773137397962948,0.12696575600723797,0.5365743467353011,-1.2944047175755922,-0.31666535991516875,1.3416910256305068
1991-11-27,0,-1.900484285654506,-0.5066735448051476,-0.2020833270090444,0.555970230405581,0.691277750297952,0.6683605211075835,0.7575329427322761,-0.8051517602795867,-0.30838386423971453,-0.6550893241263526,2.005080614667669,-0.3003559530967098
1991-11-28,-0.0035382853985143525,0.6001156960267511,0.6982500388274823,-0.6787773132161674,1.9387518394147885,-0.16911383073437272,0.05302939707685001,-0.4777960452312985,-0.4842145531674995,-0.2885347028011478,-0.0705145785913763,0.9759373402852455,-2.0971332878892555
1991-11-29,0.01633615415423491,0.8981112038976355,-0.020671791127938224,1.3156999653658745,0.0018015235774758707,-1.0179635827522855,-0.6554909880495375,-0.009607094913671357,-0.2979390206130753,-1.1258104177173114,1.937650953188994,-1.3372287959766416,0.31144804512048085
1991-12-02,-0.001154318320778173,-1.1814979648867177,-0.9298380209341343,-1.0335836610974087,0.13810033012078748,0.9541374136307367,-1.0185835178330456,-0.6334389149993754,-0.32563509253233247,1.5537942047671178,1.436265679635818,0.2212276022904072,0.8190519418381472
1991-12-03,-0.002338894414293602,-1.2519882134080444,0.3693586539281743,2.2076170171690435,-1.1651765461558372,-0.21587076806823688,0.5553958886090999,0.1263244956530902,0.3600714425608004,1.0471285480748003,-0.7797232207815898,-0.43344527372216446,-0.8196920238591359
1991-12-04,-0.007076289454975588,1.036833170667571,-0.6853418056171704,-0.29193862221770095,-0.3618155443860261,-0.3842059059431125,1.8856969150870937,-0.7605349333492727,-0.26417531917542675,-0.9801607598354439,1.82559271250163,-0.7020988023816516,-0.3178511053504894
1991-12-05,0.004520863104491998,-0.5322083654113662,-0.7166283296760131,1.2506601710226661,1.1661749822160103,0.6497873611970715,0.3290575987138292,-1.5587770903032352,-1.0294786572546266,1.2352623271265637,0.09725377071374841,-1.2599854368971628,0.36888166855251386
1991-12-06,-0.002218222052097264,-1.603655079730632,0.5359890834479432,0.9799228421235269,-0.10245172771590852,0.5070814163381999,1.7414950614185365,0.4305954193576376,0.7385848868312596,-1.1049332396900988,-1.1314697076605875,-0.7758517489076464,-0.21530720581223053
1991-12-09,-9.52221818923474e-4,-0.5875815978863825,1.9770753354471542,0.06988140554074687,-0.28636056583689207,0.9248412212071663,-0.27502586097576576,0.44235621597004526,0.19595230578868905,-1.0256567318003602,-0.0893519894443805,-2.001221527197454,0.6550917891874333
1991-12-10,-5.293329885692197e-4,0.302125338252414,1.0132532885127845,-1.0422968900838578,-1.1140891136190525,0.2538933206478307,2.1160934298253924,-0.9219372688905769,-1.34337242848666,0.5507923711144304,-0.09896431921178837,0.09813357818679838,0.18636869375228576
1991-12-11,0.010141610795322248,0.023485180382099353,1.4435362058475245,0.13538601524852173,0.13618069075644287,-1.1409396379503371,1.0293359080845863,-1.7479021307606355,-0.9459489920921551,-0.8816651255552469,0.5709760307555468,1.1963914632389532,0.18116439204469933
1991-12-12,0.007623892810695473,-0.5728287494979114,-0.27569292256301986,-1.2143139597934793,-1.6823369999611242,-0.4979135988539859,1.8346470863602131,-0.4365526957933138,-0.06507486106523247,0.9468408239954773,0.9212456672739345,0.8326959601104271,0.20928424978801505
1991-12-13,-2.6036180418824547e-5,-2.5401110092139128,1.0653209480137174,-0.059219373556096966,-0.061955558598093936,0.392959681357986,-0.016540634150946816,-0.030106356954657573,-1.0024528454794226,0.06136279664720648,1.1478974090086942,0.9572413944938662,0.08560354843166024
1991-12-16,-0.004483847560735221,0.8008920013063104,1.1890664836062517,-0.349848961574131,-0.11318979635362253,-1.1168882820296604,0.11301439184470652,1.720836190390279,-2.0380804026617527,0.3902347453031109,-0.07522126110099041,0.004790938673792221,-0.5256060474042934
1991-12-17,0.0019316155389511244,-1.9971841923562432,0.7665574994674552,-0.42715912916503523,-1.3817090550601665,1.2363543171940874,-0.445856806229068,1.1051296779811322,-0.46693626281906575,0.2505774228314793,1.003063031628691,0.3063536690329302,0.050809827493803486
